COUNTY,STNAME,County,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020
175,Nebraska,Valley County,4191,4214,4175,4117,4103
177,Nebraska,Washington County,20217,20330,20599,20683,20901
179,Nebraska,Wayne County,9427,9260,9346,9413,9492
181,Nebraska,Webster County,3575,3508,3517,3465,3419
183,Nebraska,Wheeler County,803,814,795,780,790
185,Nebraska,York County,13741,13764,13726,13612,13511
0,Nevada,Nevada,2919555,2972097,3030725,3090771,3138259
1,Nevada,Churchill County,23957,24088,24574,25048,25363
3,Nevada,Clark County,2140240,2183273,2228970,2275884,2315963
5,Nevada,Douglas County,47805,48014,48527,48998,49088
7,Nevada,Elko County,52022,52307,52470,52880,53006
9,Nevada,Esmeralda County,839,858,827,870,886
11,Nevada,Eureka County,1943,1959,2019,2078,2065
13,Nevada,Humboldt County,16814,16734,16778,16884,16962
15,Nevada,Lander County,5700,5584,5512,5516,5514
17,Nevada,Lincoln County,5143,5179,5225,5179,5159
19,Nevada,Lyon County,52770,53945,55800,57499,58319
21,Nevada,Mineral County,4382,4458,4560,4516,4518
23,Nevada,Nye County,43295,44046,45328,46845,48054
27,Nevada,Pershing County,6582,6475,6696,6628,6573
29,Nevada,Storey County,4004,4001,4027,4193,4207
31,Nevada,Washoe County,449990,456864,464593,472381,477082
33,Nevada,White Pine County,9746,9628,9532,9478,9466
510,Nevada,Carson City,54323,54684,55287,55894,56034
0,New Hampshire,New Hampshire,1343694,1350395,1355064,1360783,1366275
1,New Hampshire,Belknap County,60774,60907,61242,61398,61551
3,New Hampshire,Carroll County,47527,48176,48690,48745,49167
5,New Hampshire,Cheshire County,76104,76062,75925,75880,76228
7,New Hampshire,Coos County,31923,31418,31490,31421,31174
9,New Hampshire,Grafton County,90212,90176,90206,90369,90691
11,New Hampshire,Hillsborough County,411591,413545,414917,417738,418735
13,New Hampshire,Merrimack County,149246,150054,150981,151606,152622
15,New Hampshire,Rockingham County,304748,306970,308377,309647,311307
17,New Hampshire,Strafford County,128481,130034,130042,130716,131533
19,New Hampshire,Sullivan County,43088,43053,43194,43263,43267
0,New Jersey,New Jersey,8873584,8888147,8891730,8891258,8882371
1,New Jersey,Atlantic County,267212,265446,263994,263653,262945
3,New Jersey,Bergen County,928381,932449,932897,932256,930394
5,New Jersey,Burlington County,447092,446229,445429,446160,446596
7,New Jersey,Camden County,507119,506488,506685,506503,506809
9,New Jersey,Cape May County,93825,93283,92604,92247,91546
11,New Jersey,Cumberland County,153003,151147,150274,148995,147008
13,New Jersey,Essex County,793073,797222,800530,802162,800501
15,New Jersey,Gloucester County,290795,291088,291754,291842,293245
17,New Jersey,Hudson County,668673,672858,672390,674030,671666
19,New Jersey,Hunterdon County,124976,125076,125265,125201,124797
21,New Jersey,Mercer County,367929,368489,368720,368047,367239
23,New Jersey,Middlesex County,825298,826972,825677,824394,822736
25,New Jersey,Monmouth County,623055,622122,620859,619687,618381
27,New Jersey,Morris County,493831,493994,493084,491577,491087
29,New Jersey,Ocean County,591142,595564,601649,607498,614237
31,New Jersey,Passaic County,504001,504403,503192,501838,500382
33,New Jersey,Salem County,63256,62944,62776,62341,62451
35,New Jersey,Somerset County,330003,330650,330772,329998,329331
37,New Jersey,Sussex County,142004,141267,140995,140710,140002
39,New Jersey,Union County,552814,554695,556475,556664,555394
41,New Jersey,Warren County,106102,105761,105709,105455,105624
0,New Mexico,New Mexico,2092555,2092844,2093754,2099634,2106319
1,New Mexico,Bernalillo County,677883,678280,677929,679425,681666
3,New Mexico,Catron County,3525,3557,3523,3507,3623
5,New Mexico,Chaves County,65684,65091,64488,64586,64711
6,New Mexico,Cibola County,27061,26921,26797,26681,26354
7,New Mexico,Colfax County,12261,12178,12097,12068,11927
9,New Mexico,Curry County,50334,49889,49413,49083,48793
11,New Mexico,De Baca County,1838,1810,1781,1741,1673
13,New Mexico,Doña Ana County,214664,216218,217470,218864,221262
15,New Mexico,Eddy County,57669,57128,57718,58394,58418
17,New Mexico,Grant County,28061,27671,27274,26941,27007
19,New Mexico,Guadalupe County,4387,4418,4323,4278,4275
21,New Mexico,Harding County,685,681,649,636,638
23,New Mexico,Hidalgo County,4327,4303,4233,4203,4106
25,New Mexico,Lea County,70275,69031,69538,71123,71830
27,New Mexico,Lincoln County,19423,19502,19608,19730,19939
28,New Mexico,Los Alamos County,18241,18778,19018,19383,19462
29,New Mexico,Luna County,24373,24154,23904,23775,23905
31,New Mexico,McKinley County,73040,72463,71974,71478,70824
33,New Mexico,Mora County,4531,4530,4472,4490,4478
35,New Mexico,Otero County,65723,66158,66599,67572,67967
37,New Mexico,Quay County,8391,8291,8203,8243,8197
39,New Mexico,Rio Arriba County,39225,39204,38979,38883,38521
41,New Mexico,Roosevelt County,19163,18889,18713,18501,18350
43,New Mexico,Sandoval County,140583,142832,145407,147045,148904
45,New Mexico,San Juan County,128011,127039,125652,124027,123312
47,New Mexico,San Miguel County,27999,27737,27512,27337,27144
49,New Mexico,Santa Fe County,148884,149687,150128,150951,151946
51,New Mexico,Sierra County,11129,11094,10963,10886,10867
53,New Mexico,Socorro County,16989,16825,16649,16613,16541
55,New Mexico,Taos County,32925,32811,32708,32752,32593
57,New Mexico,Torrance County,15466,15510,15481,15442,15486
59,New Mexico,Union County,4166,4194,4099,4043,4026
61,New Mexico,Valencia County,75639,75970,76452,76953,77574
0,New York,New York,19636391,19593849,19544098,19463131,19336776
1,New York,Albany County,307810,307919,306691,304752,303654
3,New York,Allegany County,47063,46669,46286,45915,45587
5,New York,Bronx County,1443678,1439956,1432316,1418187,1401142
7,New York,Broome County,194575,193255,192222,190737,189420
9,New York,Cattaraugus County,77711,77199,76748,76230,75863
11,New York,Cayuga County,77696,77495,77121,76450,76029
13,New York,Chautauqua County,129310,128424,127516,126636,126032
15,New York,Chemung County,85692,84825,84033,83404,82622
17,New York,Chenango County,48325,47842,47502,47234,46730
19,New York,Clinton County,80521,80595,80675,80031,79778
21,New York,Columbia County,60801,60312,59852,59582,59534
23,New York,Cortland County,47950,47834,47721,47410,47173
25,New York,Delaware County,45399,45061,44624,44356,43938
27,New York,Dutchess County,293065,293512,293814,293934,293293
29,New York,Erie County,918992,919378,919941,918813,917241
31,New York,Essex County,37695,37521,37309,36987,36891
33,New York,Franklin County,51073,50478,50325,50102,49965
35,New York,Fulton County,53643,53815,53654,53336,52812
37,New York,Genesee County,58024,57828,57509,57414,56994
39,New York,Greene County,47481,47403,47401,47211,47177
41,New York,Hamilton County,4558,4477,4453,4438,4345
43,New York,Herkimer County,62434,62193,61760,61356,60945
45,New York,Jefferson County,113280,113488,112266,110143,108095
47,New York,Kings County,2608146,2594357,2580088,2562329,2538934
49,New York,Lewis County,26656,26606,26503,26329,26187
51,New York,Livingston County,64013,63503,63281,62893,62398
53,New York,Madison County,71426,70993,71180,70875,70478
55,New York,Monroe County,744150,743528,744239,742605,740900
57,New York,Montgomery County,49242,49203,49502,49355,49170
59,New York,Nassau County,1356067,1357260,1357423,1356073,1351334
61,New York,New York County,1636721,1632337,1632393,1632326,1611989
63,New York,Niagara County,211555,210911,210300,209563,208396
65,New York,Oneida County,230372,229980,229431,228240,227346
67,New York,Onondaga County,464139,461843,461890,460870,459214
69,New York,Ontario County,109348,109652,109962,109984,110091
71,New York,Orange County,377894,379896,382411,384950,385234
73,New York,Orleans County,41270,40815,40708,40351,39978
75,New York,Oswego County,118907,118444,117520,116934,116346
77,New York,Otsego County,60135,59955,59828,59347,58701
79,New York,Putnam County,98753,98901,98871,98511,98532
81,New York,Queens County,2306249,2295226,2275286,2253942,2225821
83,New York,Rensselaer County,159311,159214,159452,158981,158108
85,New York,Richmond County,474160,475819,476531,476141,475327
87,New York,Rockland County,323231,324600,325656,326352,326225
89,New York,St. Lawrence County,109506,108768,108534,107766,107185
91,New York,Saratoga County,227189,229314,230127,229635,230298
93,New York,Schenectady County,154473,154716,155334,155548,155358
95,New York,Schoharie County,31318,31260,31182,31052,31132
97,New York,Schuyler County,17976,17910,17842,17812,17685
99,New York,Seneca County,34725,34293,34277,34189,33991
101,New York,Steuben County,96975,96379,95876,95328,94657
103,New York,Suffolk County,1486699,1483862,1482275,1478325,1474273
105,New York,Sullivan County,74913,75000,75381,75551,75802
107,New York,Tioga County,48858,48659,48515,48221,47904
109,New York,Tompkins County,103042,102731,102382,101971,101058
111,New York,Ulster County,179045,178650,178510,177933,177716
113,New York,Warren County,64525,64406,64269,63980,63756
115,New York,Washington County,61812,61600,61335,61168,60606
117,New York,Wayne County,90823,90429,90110,89816,89339
119,New York,Westchester County,970461,970033,968928,968467,965802
121,New York,Wyoming County,40450,40296,40068,39858,39465
123,New York,Yates County,25080,25021,24959,24902,24780
0,North Carolina,North Carolina,10161802,10275758,10391358,10501384,10600823
1,North Carolina,Alamance County,160358,163326,166516,169173,171346
3,North Carolina,Alexander County,37120,37105,37272,37417,37441
5,North Carolina,Alleghany County,10928,11004,11165,11134,11194
7,North Carolina,Anson County,25173,24856,24487,23538,24097
9,North Carolina,Ashe County,26595,26795,27122,27215,27166
11,North Carolina,Avery County,17450,17522,17509,17496,17571
13,North Carolina,Beaufort County,47407,47097,47127,47096,47073
15,North Carolina,Bertie County,19414,19246,19072,18962,18712
17,North Carolina,Bladen County,33657,33446,33169,32864,32911
19,North Carolina,Brunswick County,126422,130996,137071,142987,149039
21,North Carolina,Buncombe County,255222,257408,259726,262049,263477
23,North Carolina,Burke County,89444,90143,90309,90424,90418
25,North Carolina,Cabarrus County,201737,206987,211483,216340,221479
27,North Carolina,Caldwell County,81829,81961,82116,82275,82100
29,North Carolina,Camden County,10385,10517,10613,10770,10984
31,North Carolina,Carteret County,68875,69014,69547,69513,69558
33,North Carolina,Caswell County,22749,22623,22691,22590,22443
35,North Carolina,Catawba County,156517,157822,158521,159363,160307
37,North Carolina,Chatham County,69680,71248,73171,74419,75748
39,North Carolina,Cherokee County,27860,28000,28425,28708,29073
41,North Carolina,Chowan County,14209,14015,14019,13917,13815
43,North Carolina,Clay County,10785,11033,11149,11277,11505
45,North Carolina,Cleveland County,97037,97198,97593,97964,99035
47,North Carolina,Columbus County,56324,56000,55764,55452,54754
49,North Carolina,Craven County,102784,102740,102663,102031,101233
51,North Carolina,Cumberland County,333723,331702,334495,336524,336364
53,North Carolina,Currituck County,25668,26330,27084,27916,29052
55,North Carolina,Dare County,35905,36257,36710,37071,37547
57,North Carolina,Davidson County,164497,165489,166726,168238,169234
59,North Carolina,Davie County,41927,42297,42504,42699,43286
61,North Carolina,Duplin County,59284,58942,59001,58802,58794
63,North Carolina,Durham County,308105,312466,317478,322969,327306
65,North Carolina,Edgecombe County,53281,52793,52015,51429,50829
67,North Carolina,Forsyth County,371437,375901,379196,382118,383843
69,North Carolina,Franklin County,64681,66175,67646,69775,71859
71,North Carolina,Gaston County,216727,219788,222862,224652,226568
73,North Carolina,Gates County,11570,11502,11524,11536,11464
75,North Carolina,Graham County,8540,8529,8490,8470,8474
77,North Carolina,Granville County,58719,59452,60100,60358,60486
79,North Carolina,Greene County,21087,20965,21041,20915,20928
81,North Carolina,Guilford County,524520,528622,533244,537872,540521
83,North Carolina,Halifax County,51814,51329,50696,50074,49479
85,North Carolina,Harnett County,130822,132584,134649,136172,137058
87,North Carolina,Haywood County,60493,61167,62170,62510,62972
89,North Carolina,Henderson County,113711,115431,116557,117347,118445
91,North Carolina,Hertford County,24211,23917,23882,23642,23108
93,North Carolina,Hoke County,53086,54207,54661,55166,55830
95,North Carolina,Hyde County,5434,5230,5006,4932,4843
97,North Carolina,Iredell County,172600,175673,178358,181866,185770
99,North Carolina,Jackson County,42645,43220,43540,43736,44033
101,North Carolina,Johnston County,190937,196541,203031,209786,216246
103,North Carolina,Jones County,9571,9550,9557,9339,9250
105,North Carolina,Lee County,59653,60418,61219,61772,62353
107,North Carolina,Lenoir County,57264,56644,56050,56074,55720
109,North Carolina,Lincoln County,81235,82608,84334,86627,88097
111,North Carolina,McDowell County,44876,45089,45481,45784,45782
113,North Carolina,Macon County,34299,34610,35226,35729,35994
115,North Carolina,Madison County,21402,21603,21659,21638,21740
117,North Carolina,Martin County,23121,22773,22696,22451,22178
119,North Carolina,Mecklenburg County,1058056,1079656,1095911,1113283,1128945
121,North Carolina,Mitchell County,15003,14992,14989,14928,14881
123,North Carolina,Montgomery County,27288,27274,27104,27209,27238
125,North Carolina,Moore County,95458,97376,98961,101167,103352
127,North Carolina,Nash County,94060,94095,94161,94258,94859
129,North Carolina,New Hanover County,224922,228863,232566,234275,236613
131,North Carolina,Northampton County,20135,19898,19741,19498,19088
133,North Carolina,Onslow County,192745,195332,197069,202795,203943
135,North Carolina,Orange County,142849,143624,148029,148192,149077
137,North Carolina,Pamlico County,12771,12631,12600,12650,12715
139,North Carolina,Pasquotank County,39418,39420,39693,39970,40372
141,North Carolina,Pender County,58829,60787,62121,63046,64671
143,North Carolina,Perquimans County,13425,13464,13427,13578,13667
145,North Carolina,Person County,39315,39412,39533,39621,39925
147,North Carolina,Pitt County,177291,178661,179673,181257,182924
149,North Carolina,Polk County,20418,20567,20673,20723,21030
151,North Carolina,Randolph County,143070,143000,143176,143495,144557
153,North Carolina,Richmond County,45034,44786,44881,44764,44332
155,North Carolina,Robeson County,133344,132606,131890,130440,129999
157,North Carolina,Rockingham County,91326,90844,90680,91118,91285
159,North Carolina,Rowan County,139417,140289,140870,141818,142495
161,North Carolina,Rutherford County,66318,66558,66721,67031,67076
163,North Carolina,Sampson County,63200,63188,63277,63372,63382
165,North Carolina,Scotland County,35315,35178,34701,34776,34637
167,North Carolina,Stanly County,60829,61458,62077,62645,63239
169,North Carolina,Stokes County,45895,45710,45459,45634,45743
171,North Carolina,Surry County,72024,72114,71957,71741,71683
173,North Carolina,Swain County,14189,14268,14259,14312,14179
175,North Carolina,Transylvania County,33433,33812,34182,34270,34498
177,North Carolina,Tyrrell County,4017,4172,4113,3813,3774
179,North Carolina,Union County,226501,231525,236217,240028,244562
181,North Carolina,Vance County,44558,44387,44735,44670,44718
183,North Carolina,Wake County,1048933,1072463,1092202,1112795,1132271
185,North Carolina,Warren County,19874,19829,19815,19692,19522
187,North Carolina,Washington County,12081,11947,11793,11635,11485
189,North Carolina,Watauga County,54176,55250,56205,56271,56441
191,North Carolina,Wayne County,124368,123201,123483,123904,123967
193,North Carolina,Wilkes County,68573,68461,68481,68296,68043
195,North Carolina,Wilson County,81298,81446,81396,81775,81979
197,North Carolina,Yadkin County,37650,37599,37456,37617,37625
199,North Carolina,Yancey County,17590,17709,17893,18059,18099
0,North Dakota,North Dakota,756114,756755,760062,763724,765309
1,North Dakota,Adams County,2339,2329,2272,2227,2188
3,North Dakota,Barnes County,10910,10694,10540,10414,10402
5,North Dakota,Benson County,6848,6920,6934,6837,6762
7,North Dakota,Billings County,950,924,923,937,890
9,North Dakota,Bottineau County,6582,6531,6398,6292,6287
11,North Dakota,Bowman County,3222,3149,3061,3036,2986
13,North Dakota,Burke County,2226,2136,2100,2131,2118
15,North Dakota,Burleigh County,94642,95343,95530,95816,96212
17,North Dakota,Cass County,174562,178122,180861,182238,183904
19,North Dakota,Cavalier County,3815,3787,3797,3734,3713
21,North Dakota,Dickey County,4995,4834,4899,4851,4705
23,North Dakota,Divide County,2389,2287,2249,2244,2277
25,North Dakota,Dunn County,4364,4268,4302,4412,4465
27,North Dakota,Eddy County,2299,2315,2274,2241,2179
29,North Dakota,Emmons County,3330,3297,3261,3235,3187
31,North Dakota,Foster County,3308,3251,3212,3217,3165
33,North Dakota,Golden Valley County,1863,1780,1765,1762,1737
35,North Dakota,Grand Forks County,70666,70722,70675,69670,69481
37,North Dakota,Grant County,2383,2361,2353,2272,2215
39,North Dakota,Griggs County,2252,2243,2213,2218,2207
41,North Dakota,Hettinger County,2600,2480,2517,2521,2438
43,North Dakota,Kidder County,2472,2477,2453,2481,2458
45,North Dakota,LaMoure County,4116,4106,4079,4049,4033
47,North Dakota,Logan County,1924,1912,1887,1851,1880
49,North Dakota,McHenry County,5981,5894,5802,5753,5695
51,North Dakota,McIntosh County,2600,2607,2556,2473,2440
53,North Dakota,McKenzie County,12604,12715,13581,15038,15242
55,North Dakota,McLean County,9650,9638,9510,9440,9416
